"Application #","Status","Application Type","Date","Address","Expiration Date","Short Notes",
"26BC09295","Final","RES SFR Renovation","05/26/2026","350 AMBERJACK PL, MELBOURNE BEACH FL 32951",,,
"26BC09322","Withdrawn","RES Solar Photovoltaic","05/26/2026","3414 LOST CANYON PL, COCOA FL 32926",,,
"26BC09331","Issued","RES SFR-Duplex New","05/26/2026","3114 KARELIAN DR, MELBOURNE FL 32940",,,
"26BC09302","Issued","RES Pool","05/26/2026","3756 UPPER FLORIDIAN WAY, ROCKLEDGE FL 32955",,,
"26BC09297","Final","RES Reroof","05/26/2026","3400 SPARTINA AVE, MERRITT ISLAND FL 32953",,,
"26BC09262","Awaiting Client Feedback","RES SFR Addition","05/26/2026","630 E CRISAFULLI RD, MERRITT ISLAND FL 32953",,,
"26BC09325","Issued","RES SFR Addition","05/26/2026","1155 S BANANA RIVER DR, MERRITT ISLAND FL 32952",,,
"26BC09300","Final","RES Electrical","05/26/2026","2120 PLUMOSA WAY, INDIALANTIC FL 32903",,,
"26BC09310","Issued","RES Fence","05/26/2026","2065 BONITA AVE, MELBOURNE BEACH FL 32951",,,
"26BC09286","Review In-Progress","COM Miscellaneous","05/26/2026","8225 N WICKHAM RD, ZOO, MELBOURNE FL 32940",,,
"26BC09338","Issued","RES Pool","05/26/2026","5290 PINA VISTA DR, MELBOURNE FL 32934",,,
"26BC09296","Awaiting Client Feedback","RES SFR Renovation","05/26/2026","4116 SPARROW HAWK RD, MELBOURNE FL 32934",,,
"26BC09248","Final","RES HVAC-Mechanical","05/25/2026","3520 SHADY RUN RD, MELBOURNE FL 32934",,,
"26BC09246","Final","RES HVAC-Mechanical","05/25/2026","1870 HARBOR POINT DR, MERRITT ISLAND FL 32952",,,
"26BC09249","Final","RES Electrical","05/25/2026","3038 ZORA PL, MELBOURNE FL 32940",,,
"26BC09242","Final","RES HVAC-Mechanical","05/25/2026","5320 LOVETT DR, MERRITT ISLAND FL 32953",,,
"26BC09245","Final","RES HVAC-Mechanical","05/25/2026","895 NEWFOUND HARBOR DR, MERRITT ISLAND FL 32952",,,
"26BC09250","Issued","RES Reroof","05/25/2026","5790 NEWBURY CIR, MELBOURNE FL 32940",,,
"26BC09247","Withdrawn","COM Electrical","05/25/2026","2431 SPUR DR, MELBOURNE FL 32940",,,
"26BC09243","Final","RES Reroof","05/25/2026","1545 SURFSIDE BLVD, MERRITT ISLAND FL 32952",,,
"26BC09244","Final","RES HVAC-Mechanical","05/25/2026","6009 VAN NESS DR, MELBOURNE FL 32940",,,
"26BC09239","Issued","RES Fence","05/24/2026","1190 ARANCETO CIR, MERRITT ISLAND FL 32952",,,
"26BC09238","Final","RES Electrical","05/24/2026","5180 EVERETT ST, COCOA FL 32927",,,
"26BC09241","Final","RES Electrical","05/24/2026","1267 WATERWAY DR, BAREFOOT BAY FL 32976",,,
"26BC09240","Final","RES Fence","05/24/2026","223 LAKE SHORE DR, MERRITT ISLAND FL 32953",,,
"26BC09236","Awaiting Client Feedback","RES Doors-Windows-Shutters","05/23/2026","511 KENNWOOD AVE, MERRITT ISLAND FL 32952",,,
"26BC09234","Awaiting Client Feedback","RES Doors-Windows-Shutters","05/23/2026","423 PAUMA VALLEY WAY, MELBOURNE FL 32940",,,
"26BC09237","Issued","RES Doors-Windows-Shutters","05/23/2026","8082 WINDOVER WAY, TITUSVILLE FL 32780",,,
"26BC09235","Final","RES Reroof","05/23/2026","3968 SCOTLAND ST, COCOA FL 32927",,,
"26BC09204","Final","RES HVAC-Mechanical","05/22/2026","500 FERNWOOD DR, MELBOURNE FL 32904",,,
"26BC09167","Issued","RES Solar Photovoltaic","05/22/2026","1990 LONDON TOWN LN, TITUSVILLE FL 32796",,,
"26BC09219","Issued","RES SFR Renovation","05/22/2026","4245 BLOSSOM CIR, MERRITT ISLAND FL 32952",,,
"26BC09172","Final","RES Reroof","05/22/2026","141 NORMANDY PL, MELBOURNE BEACH FL 32951",,,
"26FP00244","Issued","County Auto Extinguish","05/22/2026","5185 PORT ST JOHN PKWY, SUITE 101, COCOA FL 32927",,,
"26BC09197","Final","RES Reroof","05/22/2026","223 PLANTATION DR, TITUSVILLE FL 32780",,,
"26BC09166","Issued","RES Doors-Windows-Shutters","05/22/2026","164 CAPTIVA CT, MELBOURNE BEACH FL 32951",,,
"26BC09152","Issued","COM Miscellaneous","05/22/2026","215 BAYTREE DR, MELBOURNE FL 32940",,,
"26BC09222","Final","RES SFR Renovation","05/22/2026","1325 CHASE HAMMOCK RD, MERRITT ISLAND FL 32953",,,
"26BC09205","Awaiting Client Feedback","RES Pool","05/22/2026","2490 LAKE DR, COCOA FL 32926",,,
"26BC09154","Issued","COM HVAC-Mechanical","05/22/2026","821 DEL RIO WAY, UNIT 301, MERRITT ISLAND FL 32953",,,
"26BC09209","Final","RES HVAC-Mechanical","05/22/2026","2340 ABALONE AVE, INDIALANTIC FL 32903",,,
"26BC09169","Issued","RES Plumbing","05/22/2026","4825 SWEET GUM PL, MELBOURNE FL 32904",,,
"26BC09185","Awaiting Clent Feedback","RES Marine Construction","05/22/2026","1482 BENT PALM DR, MERRITT ISLAND FL 32952",,,
"26BC09184","Awaiting Clent Feedback","RES Marine Construction","05/22/2026","1472 BENT PALM DR, MERRITT ISLAND FL 32952",,,
"26BC09194","Final","RES Doors-Windows-Shutters","05/22/2026","2511 N PALM DR, COCOA FL 32926",,,
"26BC09176","Final","RES Fence","05/22/2026","5380 FAY BLVD, COCOA FL 32927",,,
"26BC09210","Issued","RES SFR-Duplex New","05/22/2026","8578 WALO DR, MELBOURNE FL 32940",,,
"26BC09202","Issued","COM Electrical","05/22/2026","5775 SCHENCK AVE, ROCKLEDGE FL 32955",,,
"26BC09227","Issued","RES Demolition","05/22/2026","1515 N WICKHAM RD, MELBOURNE FL 32935",,,
"26BC09155","Final","RES Reroof","05/22/2026","143 NORMANDY PL, MELBOURNE BEACH FL 32951",,,
"26BC09225","Final","RES Reroof","05/22/2026","540 JACARANDA ST, MERRITT ISLAND FL 32952",,,
"26BC09198","Final","RES Pool Resurface","05/22/2026","313 SANDHURST DR, MELBOURNE FL 32940",,,
"26BC09158","Issued","COM Renovation","05/22/2026","6848 TOLAND DR, UNIT 406, MELBOURNE FL 32940",,,
"26BC09151","Final","RES Reroof","05/22/2026","4402 LANTERN DR, TITUSVILLE FL 32796",,,
"26BC09206","Issued","RES SFR Renovation","05/22/2026","427 KIMBERLY DR, MELBOURNE FL 32940",,,
"26BC09179","Awaiting Client Feedback","RES Plumbing","05/22/2026","6245 BALBOA ST, COCOA FL 32927",,,
"26BC09199","Final","RES Reroof","05/22/2026","319 CLUB COVE DR, TITUSVILLE FL 32780",,,
"26BC09149","Final","RES Doors-Windows-Shutters","05/22/2026","4955 SHADE TREE ST, COCOA FL 32926",,,
"26BC09191","Final","RES Fence","05/22/2026","470 RIVER GROVE CT, MERRITT ISLAND FL 32953",,,
"26BC09201","Final","RES Reroof","05/22/2026","3331 CRAGGY BLUFF PL, COCOA FL 32926",,,
"26BC09203","Final","RES HVAC-Mechanical","05/22/2026","4040 CHARDONNAY DR, ROCKLEDGE FL 32955",,,
"26BC09228","Issued","RES Demolition","05/22/2026","1647 PINE HILL DR, MELBOURNE FL 32935",,,
"26BC09231","Final","RES Reroof","05/22/2026","1492 BENT PALM DR, MERRITT ISLAND FL 32952",,,
"26BC09165","Issued","RES Doors-Windows-Shutters","05/22/2026","120 HACIENDA, INDIALANTIC FL 32903",,,
"26BC09178","Final","RES Plumbing","05/22/2026","330 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC09213","Final","RES Doors-Windows-Shutters","05/22/2026","3288 ANDREW BAILEY CT, MELBOURNE FL 32934",,,
"26BC09183","Final","RES Solar Photovoltaic","05/22/2026","2712 PINEAPPLE AVE, MIMS FL 32754",,,
"26BC09218","Final","RES Reroof","05/22/2026","1760 KIRBY DR, TITUSVILLE FL 32796",,,
"26BC09173","Final","RES HVAC-Mechanical","05/22/2026","6305 ARROYO DR, MELBOURNE FL 32940",,,
"26BC09157","Issued","RES Doors-Windows-Shutters","05/22/2026","341 CARMEL DR, MELBOURNE FL 32940",,,
"26BC09142","Final","RES HVAC-Mechanical","05/22/2026","2450 LAKE CREST BLVD, MELBOURNE FL 32934",,,
"26BC09217","Issued","RES HVAC-Mechanical","05/22/2026","7215 MADISON ST, COCOA FL 32927",,,
"26BC09170","Issued","RES Plumbing","05/22/2026","219 SYKES LOOP DR, MERRITT ISLAND FL 32953",,,
"26BC09195","Final","RES Reroof","05/22/2026","3904 SOUTHWIND DR, 409, MELBOURNE FL 32904",,,
"26BC09211","Final","RES Reroof","05/22/2026","3010 WESTWOOD DR, TITUSVILLE FL 32796",,,
"26BC09143","Final","RES Fence","05/22/2026","2934 KARELIAN DR, MELBOURNE FL 32940",,,
"26BC09224","Withdrawn","RES Fence","05/22/2026","2195 N TROPICAL TRL, MERRITT ISLAND FL 32953",,,
"26BC09145","Final","RES Fence","05/22/2026","560 SPRING LAKE DR, MELBOURNE FL 32940",,,
"26BC09159","Final","RES Electrical","05/22/2026","3071 TRYALL CT, MELBOURNE FL 32940",,,
"26BC09177","Issued","RES Pool","05/22/2026","1295 S BANANA RIVER DR, MERRITT ISLAND FL 32952",,,
"26BC09186","Final","RES Reroof","05/22/2026","170 BELMONT AVE, COCOA FL 32927",,,
"26BC09216","Final","RES HVAC-Mechanical","05/22/2026","1971 THESY DR, MELBOURNE FL 32940",,,
"26BC09215","Final","RES Electrical","05/22/2026","3465 WILLOWWOOD DR, MELBOURNE FL 32904",,,
"26BC09230","Issued","RES Doors-Windows-Shutters","05/22/2026","730 RIDGEMOOR PL, MELBOURNE FL 32940",,,
"26BC09174","Final","RES HVAC-Mechanical","05/22/2026","939 LAUREL CIR, BAREFOOT BAY FL 32976",,,
"26BC09188","Final","RES Pool Resurface","05/22/2026","462 NAUTILUS DR, SATELLITE BEACH FL 32937",,,
"26BC09214","Final","RES Reroof","05/22/2026","180 NORTHGROVE DR, MERRITT ISLAND FL 32953",,,
"26BC09146","Issued","RES HVAC-Mechanical","05/22/2026","1206 SHILOH DR, MELBOURNE FL 32940",,,
"26BC09160","Issued","RES Doors-Windows-Shutters","05/22/2026","4890 HAWKSBILL CT, MELBOURNE BEACH FL 32951",,,
"26BC09207","Final","RES Fence","05/22/2026","7489 CARILLON AVE, COCOA FL 32927",,,
"26BC09208","Issued","RES Fence","05/22/2026","260 APPLEWOOD CIR, MELBOURNE FL 32940",,,
"26BC09212","Final","RES HVAC-Mechanical","05/22/2026","3297 CORTONA DR, MELBOURNE FL 32940",,,
"26BC09232","Withdrawn","RES Reroof","05/22/2026","430 W MERRITT ISLAND CSWY, MERRITT ISLAND FL 32952",,,
"26BC09175","Issued","RES SFR Renovation","05/22/2026","162 RIVER WALK DR, MELBOURNE BEACH FL 32951",,,
"26BC09196","Issued","RES Reroof","05/22/2026","450 CARRIOCA CT, MERRITT ISLAND FL 32953",,,
"26BC09192","Issued","Multi-Family Renovation","05/22/2026","7420 N HIGHWAY 1, UNIT 203, COCOA FL 32927",,,
"26BC09190","Issued","RES Reroof","05/22/2026","1990 LONDON TOWN LN, TITUSVILLE FL 32796",,,
"26BC09156","Withdrawn","RES Fence","05/22/2026","2752 INDIAN RIVER PKWY, MIMS FL 32754",,,
"26BC09233","Final","RES Fence","05/22/2026","2235 JASON ST, MERRITT ISLAND FL 32952",,,
"26BC09223","Final","RES Doors-Windows-Shutters","05/22/2026","1570 ANCHOR LN, MERRITT ISLAND FL 32952",,,
"26BC09171","Final","COM Electrical","05/22/2026","809 OAKWOOD DR, MELBOURNE FL 32940",,,
"26BC09200","Issued","RES Electrical","05/22/2026","635 NEEDLE BLVD, MERRITT ISLAND FL 32953",,,
"26BC09162","Issued","RES Doors-Windows-Shutters","05/22/2026","445 S NEPTUNE DR, SATELLITE BEACH FL 32937",,,
"26BC09144","Issued","RES HVAC-Mechanical","05/22/2026","2080 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC09148","Issued","RES Plumbing","05/22/2026","4510 TANGELO AVE, COCOA FL 32926",,,
"26BC09226","Awaiting Client Feedback","RES SFR-Duplex New","05/22/2026","7195 DURBAN AVE, COCOA FL 32927",,,
"26BC09147","Withdrawn","RES Fence","05/22/2026","950 TURTLE POND WAY, MELBOURNE FL 32940",,,
"26BC09187","Final","RES Doors-Windows-Shutters","05/22/2026","843 CORAL SPRINGS ST, MELBOURNE FL 32940",,,
"26BC09229","Final","RES Fence","05/22/2026","5560 JAMAICA RD, COCOA FL 32927",,,
"26BC09164","Withdrawn","RES Doors-Windows-Shutters","05/22/2026","298 ARROWHEAD LN, MELBOURNE BEACH FL 32951",,,
"26BC09150","Issued","RES HVAC-Mechanical","05/22/2026","6580 MIRAFLORES AVE, COCOA FL 32927",,,
"26BC09163","Withdrawn","COM HVAC-Mechanical","05/22/2026","821 DEL RIO WAY, UNIT 301, MERRITT ISLAND FL 32953",,,
"26BC09180","Issued","RES HVAC-Mechanical","05/22/2026","195 MAPLEWOOD BLVD, COCOA FL 32926",,,
"26BC09181","Final","RES Fence","05/22/2026","3977 DAIRY RD, TITUSVILLE FL 32796",,,
"26BC09168","Issued","RES Pool Resurface","05/22/2026","2120 EMERALD CT, MERRITT ISLAND FL 32953",,,
"26BC09221","Issued","RES Electrical","05/22/2026","339 IBIS LN, SATELLITE BEACH FL 32937",,,
"26BC09153","Final","RES Plumbing","05/22/2026","410 NORA AVE, MERRITT ISLAND FL 32952",,,
"26BC09193","Final","RES Electrical","05/22/2026","3467 FARRAGUT PL, MELBOURNE FL 32940",,,
"26BC09161","Issued","RES Electrical","05/22/2026","3455 HIELD RD, MELBOURNE FL 32904",,,
"26BC09220","Issued","RES SFR Renovation","05/22/2026","985 CASA BLANCA DR, MERRITT ISLAND FL 32953",,,
"26BC09182","Review In-Progress","RES SFR-Duplex New","05/22/2026","3705 11TH ST, MICCO FL 32976",,,
"26BC09189","Awaiting Client Feedback","RES SFR Addition","05/22/2026","2761 MICHIGAN ST, MELBOURNE FL 32904",,,
"26BC09141","Issued","COM Plumbing","05/21/2026","8622 BREAKERS ROW AVE, MELBOURNE FL 32940",,,
"26BC09110","Issued","RES SFR-Duplex New","05/21/2026","835 S BANANA RIVER DR, MERRITT ISLAND FL 32952",,,
"26BC09076","Issued","RES SFR Addition","05/21/2026","380 COCONUT DR, INDIALANTIC FL 32903",,,
"26BC09092","Issued","RES SFR Renovation","05/21/2026","5220 FRISCO ST, COCOA FL 32927",,,
"26BC09082","Awaiting Client Feedback","RES Fence","05/21/2026","2524 TROTTERS TRL, COCOA FL 32926",,,
"26BC09051","Final","RES Reroof","05/21/2026","3247 BEACH VIEW WAY, MELBOURNE BEACH FL 32951",,,
"26BC09050","Final","RES HVAC-Mechanical","05/21/2026","1948 CRANE CREEK BLVD, MELBOURNE FL 32940",,,
"26BC09048","Final","RES HVAC-Mechanical","05/21/2026","510 MORAY PL, MELBOURNE BEACH FL 32951",,,
"26BC09124","Final","RES Reroof","05/21/2026","102 MC KINLEY AVE, COCOA BEACH FL 32931",,,
"26BC09139","Issued","RES Fence","05/21/2026","3030 LEVANTO DR, MELBOURNE FL 32940",,,
"26BC09130","Final","RES HVAC-Mechanical","05/21/2026","3202 CANDIA DR, MELBOURNE FL 32940",,,
"26BC09105","Final","RES Reroof","05/21/2026","1450 ANGLER ST, MERRITT ISLAND FL 32952",,,
"26BC09134","Awaiting Client Feedback","RES SFR-Duplex New","05/21/2026","350 SPOONBILL LN, MELBOURNE BEACH FL 32951",,,
"26BC09077","Final","RES HVAC-Mechanical","05/21/2026","4460 FAY BLVD, COCOA FL 32927",,,
"26BC09104","Final","RES Reroof","05/21/2026","6330 ARBORWOOD AVE, COCOA FL 32927",,,
"26BC09112","Issued","RES HVAC-Mechanical","05/21/2026","216 LIBERTY LN, MELBOURNE BEACH FL 32951",,,
"26BC09068","Final","RES Electrical","05/21/2026","744 PERIWINKLE CIR, BAREFOOT BAY FL 32976",,,
"26BC09067","Final","RES Reroof","05/21/2026","5220 HOLDEN RD, COCOA FL 32927",,,
"26BC09111","Final","RES Plumbing","05/21/2026","725 LYNWOOD CT, MERRITT ISLAND FL 32953",,,
"26BC09058","Final","RES Reroof","05/21/2026","1716 ROBIN HOOD AVE, TITUSVILLE FL 32796",,,
"26BC09064","Withdrawn","RES Fence","05/21/2026","3524 BUBBLES CT, MELBOURNE FL 32940",,,
"26BC09084","Final","RES Reroof","05/21/2026","5553 CORD GRASS LN, MELBOURNE BEACH FL 32951",,,
"26BC09070","Final","RES Fence","05/21/2026","483 JILLOTUS ST, MERRITT ISLAND FL 32952",,,
"26BC09114","Issued","RES Reroof","05/21/2026","55 DIANA BLVD, MERRITT ISLAND FL 32953",,,
"26BC09135","Issued","RES SFR-Duplex New","05/21/2026","2852 INDIAN RIVER PKWY, MIMS FL 32754",,,
"26BC09125","Issued","RES Fence","05/21/2026","2091 MARYWOOD RD, MELBOURNE FL 32934",,,
"26BC09094","Awaiting Client Feedback","RES Solar Photovoltaic","05/21/2026","3455 FELDA ST, COCOA FL 32926",,,
"26BC09120","Issued","RES SFR-Duplex New","05/21/2026","2814 KARELIAN DR, MELBOURNE FL 32940",,,
"26BC09057","Issued","COM HVAC-Mechanical","05/21/2026","7020 N HIGHWAY 1, EE-202, COCOA FL 32927",,,
"26BC09085","Final","RES Reroof","05/21/2026","5557 CORD GRASS LN, MELBOURNE BEACH FL 32951",,,
"26BC09063","Final","Multi-Family Renovation","05/21/2026","501 TROTTER LN, 205, MELBOURNE FL 32940",,,
"26BC09116","Issued","RES HVAC-Mechanical","05/21/2026","720 AMOR DR, COCOA FL 32927",,,
"26BC09096","Final","RES SFR Addition","05/21/2026","6390 KINGDOM AVE, COCOA FL 32927",,,
"26BC09127","Awaiting Client Feedback","RES SFR Addition","05/21/2026","1329 YORK CIR, MELBOURNE FL 32904",,,
"26BC09080","Final","RES HVAC-Mechanical","05/21/2026","520 CITRON DR, BAREFOOT BAY FL 32976",,,
"26BC09115","Final","RES HVAC-Mechanical","05/21/2026","5965 ADELE ST, COCOA FL 32927",,,
"26BC09101","Final","RES Reroof","05/21/2026","7123 HALLECK ST, MELBOURNE FL 32940",,,
"26BC09109","Issued","COM HVAC-Mechanical","05/21/2026","100 N PLUMOSA ST, MERRITT ISLAND FL 32953",,,
"26BC09113","Final","RES Electrical","05/21/2026","509 A LN, COCOA FL 32926",,,
"26BC09138","Issued","RES Doors-Windows-Shutters","05/21/2026","4233 CROOKED MILE RD, MERRITT ISLAND FL 32952",,,
"26BC09117","Final","RES HVAC-Mechanical","05/21/2026","919 CARRIAGE HILL RD, MELBOURNE FL 32940",,,
"26BC09119","Issued","RES SFR-Duplex New","05/21/2026","8743 VIEDMA LN, MELBOURNE FL 32940",,,
"26BC09090","Issued","RES Pool","05/21/2026","1190 ARANCETO CIR, MERRITT ISLAND FL 32952",,,
"26BC09137","Final","RES Reroof","05/21/2026","209 SECOND ST, MERRITT ISLAND FL 32953",,,
"26BC09061","Final","RES Doors-Windows-Shutters","05/21/2026","3710 CATALINA DR, COCOA FL 32926",,,
"26BC09102","Final","RES HVAC-Mechanical","05/21/2026","5000 GANDY RD, MIMS FL 32754",,,
"26BC09097","Final","RES HVAC-Mechanical","05/21/2026","8575 ILLINOIS AVE, MELBOURNE FL 32904",,,
"26BC09052","Issued","RES Doors-Windows-Shutters","05/21/2026","2950 AVALONIA DR, MELBOURNE FL 32940",,,
"26BC09045","Issued","RES Pool","05/21/2026","3601 SALTY BEACH LN, MELBOURNE FL 32940",,,
"26BC09103","Final","RES Fence","05/21/2026","5535 BOB WHITE TRL, MIMS FL 32754",,,
"26BC09089","Issued","COM Renovation","05/21/2026","877 N HIGHWAY A1A, 105, INDIALANTIC FL 32903",,,
"26BC09093","Final","RES Doors-Windows-Shutters","05/21/2026","298 ARROWHEAD LN, MELBOURNE BEACH FL 32951",,,
"26BC09060","Final","RES Reroof","05/21/2026","3710 CATALINA DR, COCOA FL 32926",,,
"26BC09075","Final","RES HVAC-Mechanical","05/21/2026","4903 SQUIRES DR, TITUSVILLE FL 32796",,,
"26BC09043","Issued","RES Doors-Windows-Shutters","05/21/2026","681 SPRING LAKE DR, MELBOURNE FL 32940",,,
"26BC09107","Final","RES Reroof","05/21/2026","1987 THESY DR, MELBOURNE FL 32940",,,
"26BC09044","Issued","RES HVAC-Mechanical","05/21/2026","4220 CHARDONNAY DR, ROCKLEDGE FL 32955",,,
"26BC09072","Final","RES Reroof","05/21/2026","8571 STROM PARK DR, MELBOURNE FL 32940",,,
"26BC09108","Final","RES HVAC-Mechanical","05/21/2026","241 WOODY CIR, MELBOURNE BEACH FL 32951",,,
"26BC09098","Final","RES Reroof","05/21/2026","1358 TIPPERARY DR, MELBOURNE FL 32940",,,
"26BC09087","Final","RES Reroof","05/21/2026","5577 CORD GRASS LN, MELBOURNE BEACH FL 32951",,,
"26BC09069","Final","RES Solar Photovoltaic","05/21/2026","6844 SOARING LN, COCOA FL 32927",,,
"26BC09074","Final","RES HVAC-Mechanical","05/21/2026","7717 KIAWAH WAY, MELBOURNE BEACH FL 32951",,,
"26BC09129","Issued","RES HVAC-Mechanical","05/21/2026","3491 CRAGGY BLUFF PL, COCOA FL 32926",,,
"26BC09042","Issued","RES Doors-Windows-Shutters","05/21/2026","2807 KAMIN DR, MELBOURNE FL 32940",,,
"26BC09095","Issued","RES Doors-Windows-Shutters","05/21/2026","4860 ARECA PALM ST, COCOA FL 32927",,,
"26BC09049","Final","RES Plumbing","05/21/2026","6853 SWEET BAY CT, COCOA FL 32927",,,
"26BC09071","Final","COM Reroof","05/21/2026","5800 N COURTENAY PKWY, MERRITT ISLAND FL 32953",,,
"26BC09140","Issued","RES Fence","05/21/2026","121 DEER RUN RD, PALM BAY FL 32909",,,
"26BC09062","Final","RES Doors-Windows-Shutters","05/21/2026","464 SPRING LAKE DR, MELBOURNE FL 32940",,,
"26BC09128","Final","RES HVAC-Mechanical","05/21/2026","1915 FABIEN CIR, MELBOURNE FL 32940",,,
"26BC09131","Awaiting Client Feedback","RES Fence","05/21/2026","160 OCEAN OAKS DR, INDIALANTIC FL 32903",,,
"26BC09066","Final","RES Doors-Windows-Shutters","05/21/2026","6150 FAY BLVD, COCOA FL 32927",,,
"26BC09081","Issued","COM Electrical","05/21/2026","2300 JUDGE FRAN JAMIESON WAY, PARK, MELBOURNE FL 32940",,,
"26BC09122","Final","RES Electrical","05/21/2026","3051 EELGRASS PL, MELBOURNE FL 32940",,,
"26BC09136","Issued","RES Pool Resurface","05/21/2026","5400 FAY BLVD, COCOA FL 32927",,,
"26BC09123","Final","RES Fence","05/21/2026","1448 CYGNUS PL, MERRITT ISLAND FL 32953",,,
"26BC09099","Issued","RES Reroof","05/21/2026","6845 RIVEREDGE DR, TITUSVILLE FL 32780",,,
"26BC09132","Issued","RES SFR-Duplex New","05/21/2026","2882 INDIAN RIVER PKWY, MIMS FL 32754",,,
"26BC09054","Issued","COM Miscellaneous","05/21/2026","215 BAYTREE DR, MELBOURNE FL 32940",,,
"26BC09079","Final","RES Plumbing","05/21/2026","2979 HIGHWAY A1A, 213, MELBOURNE BEACH FL 32951",,,
"26BC09059","Issued","RES Reroof","05/21/2026","6107 INDIGO CROSSING DR, ROCKLEDGE FL 32955",,,
"26BC09056","Issued","RES Generator","05/21/2026","1097 IRONSIDES AVE, MELBOURNE FL 32940",,,
"26BC09121","Final","RES Electrical","05/21/2026","507 SOUTH RIVER OAKS DR, INDIALANTIC FL 32903",,,
"26BC09088","Final","RES Reroof","05/21/2026","800 GLEN ABBEY WAY, MELBOURNE FL 32940",,,
"26BC09100","Issued","RES SFR Renovation","05/21/2026","6910 MULBERRY CT, MELBOURNE FL 32940",,,
"26BC09055","Final","RES Reroof","05/21/2026","5448 FLINT RD, COCOA FL 32927",,,
"26BC09047","Final","RES HVAC-Mechanical","05/21/2026","508 OAK MONT PL, MELBOURNE FL 32940",,,
"26BC09073","Awaiting Client Feedback","RES Solar Photovoltaic","05/21/2026","860 WOODBINE DR, MERRITT ISLAND FL 32952",,,
"26BC09046","Withdrawn","RES HVAC-Mechanical","05/21/2026","7020 N HIGHWAY 1, EE-202, COCOA FL 32927",,,
"26BC09086","Awaiting Client Feedback","RES Electrical","05/21/2026","2120 PLUMOSA WAY, INDIALANTIC FL 32903",,,
"26BC09083","Final","COM Reroof","05/21/2026","904 HORIZON LN, LAUNDR, MELBOURNE BEACH FL 32951",,,
"26BC09091","Final","RES Electrical","05/21/2026","951 CASHEW CIR, BAREFOOT BAY FL 32976",,,
"26BC09065","Awaiting Client Feedback","RES SFR-Duplex New","05/21/2026","5423 EMMA LAKE CT, MELBOURNE FL 32934",,,
"26BC09133","Final","RES HVAC-Mechanical","05/21/2026","245 RIGGS AVE, MELBOURNE BEACH FL 32951",,,
"26BC09078","Issued","RES Doors-Windows-Shutters","05/21/2026","5147 ROYAL PADDOCK WAY, MERRITT ISLAND FL 32953",,,
"26BC09118","Issued","RES Doors-Windows-Shutters","05/21/2026","8200 SIMPKINS WAY, MELBOURNE FL 32940",,,
"26BC09053","Awaiting Client Feedback","COM Miscellaneous","05/21/2026","1645 N HIGHWAY A1A, COMMON, INDIALANTIC FL 32903",,,
